,기업명,업력,기업형태,사원수,업종,사업내용,평균연봉,최저연봉,최고연봉,22년 대비 증감률,연봉신뢰도,매출액(2020),매출액(2021),매출액(2022),매출액(2023),영업이익(2020),영업이익(2021),영업이익(2022),영업이익(2023)
218,(주)엘리스그룹,,,,,,,,,,,,,,,,,,
219,(주)엘리스그룹,,,,,,,,,,,,,,,,,,
220,(주)엘리스그룹,,,,,,,,,,,,,,,,,,
221,(주)한맥아이피에스,,,,,,,,,,,,,,,,,,
222,대신네트웍스(주),,,,,,,,,,,,,,,,,,
223,(주)바심,,,,,,"6,522","3,654","7,453",10.79,보통,"69억 2,763만원","88억 2,476만원","95억 5,340만원","124억 1,041만원","2억 3,266만원","4억 1,635만원","8억 7,625만원","4억 2,603만원"
224,(주)바심,,,,,,"6,522","3,654","7,453",10.79,보통,"69억 2,763만원","88억 2,476만원","95억 5,340만원","124억 1,041만원","2억 3,266만원","4억 1,635만원","8억 7,625만원","4억 2,603만원"
225,에브리봇(주),,,,,,"5,115","3,024","6,749",22.22,보통,,,,,,,,
226,(주)로이드케이,,,,,,"4,621","2,874","6,544",1.94,"매우
낮음","19억 5,787만원",83억 252만원,"120억 5,559만원",,- 940만원,"4억 7,999만원",15억 641만원,"16억 5,017만원"
227,(주)사람인에이치에스,,,,,,"3,589","2,562","4,915",4.85,높음,"279억 7,561만원","295억 1,769만원","346억 8,673만원","358억 3,726만원",6억 950만원,"6억 7,226만원","11억 1,616만원","14억 1,390만원"
228,(주)사람인에이치에스,,,,,,"3,589","2,562","4,915",4.85,높음,"279억 7,561만원","295억 1,769만원","346억 8,673만원","358억 3,726만원",6억 950만원,"6억 7,226만원","11억 1,616만원","14억 1,390만원"
229,(주)사람인에이치에스,,,,,,,,,,,,,,,,,,
230,(주)사람인에이치에스,,,,,,,,,,,,,,,,,,
231,(주)사람인에이치에스,,,,,,"3,589","2,562","4,915",4.85,높음,"279억 7,561만원","295억 1,769만원","346억 8,673만원","358억 3,726만원",6억 950만원,"6억 7,226만원","11억 1,616만원","14억 1,390만원"
232,(주)사람인에이치에스,,,,,,"3,589","2,562","4,915",4.85,높음,"279억 7,561만원","295억 1,769만원","346억 8,673만원","358억 3,726만원",6억 950만원,"6억 7,226만원","11억 1,616만원","14억 1,390만원"
233,(주)윕스,,,,,,"5,681","3,202","6,901",11.37,"매우
높음","343억 4,743만원","336억 5,738만원","360억 5,940만원",380억 245만원,"6억 1,213만원","3억 1,066만원","2억 2,357만원","- 11억 3,053만원"
234,(주)로이드케이,,,,,,"4,621","2,874","6,544",1.94,"매우
낮음","19억 5,787만원",83억 252만원,"120억 5,559만원",,- 940만원,"4억 7,999만원",15억 641만원,"16억 5,017만원"
235,(주)하이콘소프트,,,,,,"6,768","3,513","8,003",12.02,보통,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
236,(주)씨이랩,,,,,,,,,,,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
237,(주)슈프리마,,,,,,,,,,,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
238,(주)슈프리마,,,,,,,,,,,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
239,(주)슈프리마,,,,,,,,,,,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
240,(주)슈프리마,,,,,,,,,,,"2,264만원","21억 1,135만원","55억 1,129만원","62억 2,919만원","2,211만원","1억 8,566만원",4억 427만원,"4억 7,007만원"
241,(주)스카이웨어,,,,,,"5,202","3,010","6,859",6.29,보통,"13억 6,581만원","20억 7,156만원","20억 4,008만원","20억 7,155만원","8,574만원","9,910만원","1억 3,826만원","1억 5,365만원"
242,(주)누리콘,,,,,,,,,,,,,,,,,,
243,(주)트라이비스,,,,,,"7,561","4,123","7,886",4.17,보통,89억 415만원,"57억 4,485만원","73억 3,877만원","83억 7,630만원","3억 1,358만원","2억 3,399만원","4억 6,197만원","5억 9,307만원"
244,(주)에이직시스템,,,,,,,,,,,,,,,,,,
245,코닝나노프로텍(주),,,,,,"6,191","3,516","7,286",10.63,"매우
낮음","31억 7,545만원","64억 8,327만원","114억 1,455만원","79억 5,266만원","- 8억 4,104만원","3억 9,983만원",53억 236만원,"21억 2,401만원"
246,코닝나노프로텍(주),,,,,,"6,191","3,516","7,286",10.63,"매우
낮음","31억 7,545만원","64억 8,327만원","114억 1,455만원","79억 5,266만원","- 8억 4,104만원","3억 9,983만원",53억 236만원,"21억 2,401만원"
247,(주)인지이솔루션,,,,,,"4,175","2,671","6,314",10.3,낮음,"81억 4,584만원",93억 719만원,"97억 2,814만원","106억 6,520만원","5억 8,046만원","9억 2,496만원","9억 9,474만원","18억 3,821만원"
248,(주)아이브릭스,,,,,,,,,,,"81억 4,584만원",93억 719만원,"97억 2,814만원","106억 6,520만원","5억 8,046만원","9억 2,496만원","9억 9,474만원","18억 3,821만원"
249,(주)하다,,,,,,,,,,,,,,,,,,
250,(주)라온솔루션,,,,,,"5,467","3,081","7,058",2.32,"매우
낮음","25억 2,848만원","32억 7,729만원","36억 3,063만원","36억 9,917만원","1,406만원",1억 426만원,1억 487만원,1억 58만원
251,가온플랫폼(주),,,,,,,,,,,"25억 2,848만원","32억 7,729만원","36억 3,063만원","36억 9,917만원","1,406만원",1억 426만원,1억 487만원,1억 58만원
252,쎄딕(주),,,,,,"5,545","3,101","6,933",3.05,낮음,"25억 3,359만원","23억 2,711만원","22억 5,095만원","19억 5,926만원","1억 4,921만원","1억 8,230만원","2억 2,218만원","2억 7,679만원"
253,(주)스푼랩스,,,,,,"6,385","3,345","7,714",10.11,보통,,,,,,,,
254,컴레이저(주),,,,,,"5,688","3,264","7,031",8.59,"매우
낮음","36억 9,282만원","37억 8,559만원","49억 4,571만원",46억 475만원,"5억 5,655만원",1억 531만원,"9억 2,771만원",8억 374만원
255,컴레이저(주),,,,,,"5,688","3,264","7,031",8.59,"매우
낮음","36억 9,282만원","37억 8,559만원","49억 4,571만원",46억 475만원,"5억 5,655만원",1억 531만원,"9억 2,771만원",8억 374만원
256,컴레이저(주),,,,,,"5,688","3,264","7,031",8.59,"매우
낮음","36억 9,282만원","37억 8,559만원","49억 4,571만원",46억 475만원,"5억 5,655만원",1억 531만원,"9억 2,771만원",8억 374만원
257,컴레이저(주),,,,,,"5,688","3,264","7,031",8.59,"매우
낮음","36억 9,282만원","37억 8,559만원","49억 4,571만원",46억 475만원,"5억 5,655만원",1억 531만원,"9억 2,771만원",8억 374만원
258,(주)클루커스,,,,,,"4,743","2,910","6,814",4.01,보통,,,,,,,,
259,(주)포인정보,,,,,,"4,344","2,852","6,074",-4.02,낮음,"25억 7,089만원","38억 7,080만원","46억 2,588만원","44억 8,559만원","1억 2,529만원","3억 5,612만원","9,973만원","4,947만원"
260,(주)윈텍오토메이션,,,,,,,,,,,"25억 7,089만원","38억 7,080만원","46억 2,588만원","44억 8,559만원","1억 2,529만원","3억 5,612만원","9,973만원","4,947만원"
261,테크밸리(주),,,,,,"6,150","3,501","7,255",8.07,높음,,,,,,,,
262,베스핀글로벌(주),,,,,,,,,,,,,,,,,,
263,(주)인사이터,,,,,,"5,574","3,169","7,770",29.03,보통,,,,,,,,
264,디딤365(주),,,,,,,,,,,,,,,,,,
265,디딤365(주),,,,,,,,,,,,,,,,,,
266,(주)스마트프로,,,,,,"5,702","3,250","7,455",17.69,"매우
낮음",10억 7만원,"10억 8,249만원","11억 1,481만원","21억 2,693만원","- 2억 3,698만원","- 2억 6,776만원","- 2억 6,795만원",- 2억 584만원
267,아이클라우드(주),,,,,,"6,046","3,431","7,707",6.22,낮음,"56억 8,686만원","172억 8,671만원","333억 6,929만원","650억 4,306만원",8억 4만원,"13억 8,682만원","17억 9,594만원","46억 3,896만원"
268,켐아이넷(주),,,,,,"4,807","2,902","6,846",-0.33,보통,,,,,,,,
269,(주)라이앤캐처스,,,,,,"6,571","3,639","7,878",17.78,보통,"8억 7,197만원","15억 7,241만원","16억 3,492만원","20억 5,265만원",363만원,"1,214만원","- 15억 1,163만원","2,790만원"
270,(주)라이앤캐처스,,,,,,"6,571","3,639","7,878",17.78,보통,"8억 7,197만원","15억 7,241만원","16억 3,492만원","20억 5,265만원",363만원,"1,214만원","- 15억 1,163만원","2,790만원"
271,㈜리버트론,,,,,,,,,,,"8억 7,197만원","15억 7,241만원","16억 3,492만원","20억 5,265만원",363만원,"1,214만원","- 15억 1,163만원","2,790만원"
272,키엔컴(주),,,,,,"3,480","2,543","5,198",1.55,높음,"39억 2,294만원","59억 3,349만원","59억 8,559만원",66억 34만원,"1,526만원","3,554만원","1억 5,643만원","2억 2,228만원"
273,렉스소프트(주),,,,,,"5,294","3,074","7,176",15.39,보통,"2억 3,669만원","5억 5,276만원","9억 5,025만원","13억 9,065만원","- 1억 9,241만원","- 1억 4,097만원","- 1,321만원","- 3억 2,662만원"
274,주식회사 핌아시아,,,,,,,,,,,"2억 3,669만원","5억 5,276만원","9억 5,025만원","13억 9,065만원","- 1억 9,241만원","- 1억 4,097만원","- 1,321만원","- 3억 2,662만원"
275,주식회사 핌아시아,,,,,,,,,,,"2억 3,669만원","5억 5,276만원","9억 5,025만원","13억 9,065만원","- 1억 9,241만원","- 1억 4,097만원","- 1,321만원","- 3억 2,662만원"
276,알피니언메디칼시스템,,,,,,,,,,,"2억 3,669만원","5억 5,276만원","9억 5,025만원","13억 9,065만원","- 1억 9,241만원","- 1억 4,097만원","- 1,321만원","- 3억 2,662만원"
277,에스넷아이씨티(주),,,,,,,,,,,,,,,,,,
278,(주)펀진,,,,,,"7,250","3,894","8,430",13.42,높음,,,,,,,,
279,(주)인이지,,,,,,"5,316","3,038","6,998",19.22,낮음,"2억 4,417만원","6억 3,762만원","8억 4,404만원","12억 5,016만원","8,728만원","1억 2,487만원","- 8억 6,752만원","- 21억 2,920만원"
280,렉스소프트(주),,,,,,"5,294","3,074","7,176",15.39,보통,"2억 3,669만원","5억 5,276만원","9억 5,025만원","13억 9,065만원","- 1억 9,241만원","- 1억 4,097만원","- 1,321만원","- 3억 2,662만원"
281,(주)펀진,,,,,,"7,250","3,894","8,430",13.42,높음,,,,,,,,
282,(주)윌로그,,,,,,,,,,,,,,,,,,
283,에스넷아이씨티(주),,,,,,"6,499","3,616","8,075",11.63,보통,"243억 5,786만원","170억 6,217만원","241억 2,950만원","261억 3,704만원","14억 7,793만원","1억 7,525만원","7억 8,416만원","5억 8,083만원"
284,(주)티엑스알로보틱스,,,,,,,,,,,,,,,,,,
285,아이헤이트플라잉버그스(주),,,,,,"4,243","2,861","5,512",1.26,높음,,,,,,,,
286,비드코칭연구소(주),,,,,,"4,076","2,591","5,574",7.21,"매우
낮음",,,,,,,,
287,(주)경일게임아이티아카데미,,,,,,"4,076","2,591","5,574",7.21,"매우
낮음",,,,,,,,
288,동성인재개발교육원,,,,,,"4,076","2,591","5,574",7.21,"매우
낮음",,,,,,,,
289,(주)글로벌아이티정보기술,,,,,,"4,938","3,113","6,008",3.65,낮음,7억 60만원,10억 585만원,"7억 9,050만원",,26만원,1억 863만원,247만원,
290,한국폴리텍대학대구캠퍼스,,,,,,,,,,,7억 60만원,10억 585만원,"7억 9,050만원",,26만원,1억 863만원,247만원,
291,(주)소테리아,,,,,,"8,792","4,821","10,126",23.34,낮음,209만원,"2억 3,150만원","26억 2,310만원","5억 2,505만원","- 12억 7,600만원","- 2억 9,488만원","16억 9,511만원","- 16억 4,874만원"
292,(주)에이아이더뉴트리진,,,,,,,,,,,209만원,"2억 3,150만원","26억 2,310만원","5억 2,505만원","- 12억 7,600만원","- 2억 9,488만원","16억 9,511만원","- 16억 4,874만원"
293,(주)디알텍,,,,,,,,,,,,,,,,,,
294,(사)한국아이씨티기술협회,,,,,,"4,624","3,028","5,655",-10.23,낮음,,,,,,,,
295,(주)좋은정보기술,,,,,,,,,,,,,,,,,,
296,(주)레인보우로보틱스,,,,,,"4,789","2,940","6,061",11.01,낮음,,,,,,,,
297,(주)엔디소프트,,,,,,,,,,,,,,,,,,
298,(주)엔디소프트,,,,,,,,,,,,,,,,,,
299,(주)넥스트랩,,,,,,"5,426","3,140","6,771",18.99,낮음,,,,,,,,
300,노을(주),,,,,,"7,333","4,013","8,283",26.74,"매우
낮음",,,,,,,,
301,루미르(주),,,,,,"6,518","3,653","7,649",0.87,보통,,,,,,,,
302,(주)이콜트리,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
303,(주)플라잎,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
304,(주)데이터마케팅코리아,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
305,(주)플라잎,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
306,(주)플라잎,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
307,(주)플라잎,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
308,(주)스피링크,,,,,,"4,703","2,895","6,526",11.31,낮음,,,,,,,,
309,(주)비전테크,,,,,,"5,830","3,342","7,300",10.46,"매우
낮음","84억 8,354만원",97억 938만원,"97억 8,004만원","98억 6,087만원","4억 1,253만원","3억 3,435만원","8,548만원","1억 4,582만원"
310,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
311,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
312,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
313,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
314,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
315,(주)스피링크,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
316,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
317,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
318,(주)퍼플아카데미,,,,,,"3,911","2,552","5,312",5.05,보통,,,,,,,,
319,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
320,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
321,(주)넥서스원,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
322,(주)넥서스원,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
323,(주)넥서스원,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
324,(주)비멕스,,,,,,"4,173","2,652","6,121",6.84,낮음,,,,,,,,
325,(주)링크솔루션,,,,,,"6,090","3,475","7,167",19.02,보통,,,,,,,,
326,(주)넥서스원,,,,,,,,,,,,,,,,,,
327,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
328,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
329,(주)플라잎,,,,,,,,,,,,,,,,,,
330,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
331,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
332,(주)에프엘이에스,,,,,,"2,649","2,208","5,215",-47.97,보통,,,,,,,,
333,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
334,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
335,(주)비비파트너스,,,,,,,,,,,,,,,,,,
336,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
337,(주)모빌테크,,,,,,"4,871","2,909","6,609",2.37,높음,,,,,,,,
338,(주)에이아이세스,,,,,,,,,,,,,,,,,,
339,(주)에이아이세스,,,,,,,,,,,,,,,,,,
340,(주)에이아이세스,,,,,,,,,,,,,,,,,,
341,(주)에이아이세스,,,,,,,,,,,,,,,,,,
342,(주)에이아이세스,,,,,,,,,,,,,,,,,,
343,(주)에이아이세스,,,,,,,,,,,,,,,,,,
344,(주)에이아이세스,,,,,,,,,,,,,,,,,,
345,(주)에이아이세스,,,,,,,,,,,,,,,,,,
346,(주)에이아이세스,,,,,,,,,,,,,,,,,,
347,(주)에이아이세스,,,,,,,,,,,,,,,,,,
348,(주)에이아이세스,,,,,,,,,,,,,,,,,,
349,(주)에이아이세스,,,,,,,,,,,,,,,,,,
350,아카라라이프(주),,,,,,"7,015","3,598","8,260",6.61,"매우
낮음","172억 1,863만원","143억 2,864만원",,,"7억 9,593만원","- 29억 2,480만원",,
351,아카라라이프(주),,,,,,"7,015","3,598","8,260",6.61,"매우
낮음","172억 1,863만원","143억 2,864만원",,,"7억 9,593만원","- 29억 2,480만원",,
352,아카라라이프(주),,,,,,"7,015","3,598","8,260",6.61,"매우
낮음","172억 1,863만원","143억 2,864만원",,,"7억 9,593만원","- 29억 2,480만원",,
353,(주)보스반도체,,,,,,"8,100","4,348","9,266",3.17,보통,1억 909만원,"135억 2,130만원",,,"- 13억 4,483만원","- 52억 6,683만원",,
354,(주)비전스페이스,,,,,,,,,,,,,,,,,,
355,코가로보틱스(주),,,,,,"5,649","3,153","7,252",9.37,낮음,"7억 4,946만원","15억 6,843만원","4억 1,271만원",13억 190만원,1억 123만원,"- 4억 4,360만원","- 52억 6,306만원","- 81억 4,042만원"
356,메가존소프트(주),,,,,,"7,076","3,611","8,270",5.2,보통,"379억 8,699만원","1,579억 2,841만원","1,871억 4,019만원",,"3억 2,215만원","27억 2,156만원",- 19억 98만원,
357,(주)삼원에듀,,,,,,"4,209","2,929","5,665",5.49,낮음,"35억 2,614만원",14억 407만원,"26억 5,101만원","39억 9,760만원","- 1억 3,818만원","- 5억 9,616만원","6,456만원","2억 4,131만원"
358,(주)클럼엘,,,,,,"8,179","3,970","9,085",24.19,"매우
낮음","7억 4,800만원",26억 603만원,,,"- 1,443만원","3,388만원","1억 2,487만원",
359,(주)시스트란,,,,,,"6,877","3,458","8,100",2.61,낮음,"18억 4,148만원","15억 5,192만원","25억 7,960만원","28억 4,001만원","2억 2,367만원","- 3억 5,829만원","- 2,499만원","1억 5,981만원"
360,(주)시스트란,,,,,,"6,877","3,458","8,100",2.61,낮음,"18억 4,148만원","15억 5,192만원","25억 7,960만원","28억 4,001만원","2억 2,367만원","- 3억 5,829만원","- 2,499만원","1억 5,981만원"
